user_id,average_time_minutes
4e0521677630b9df7d69717098024419179910e1fff66d24a1affbc084b0c91f,39.11
74130f3f5de109961e12f22e8c802dc8fdafda2a045b60556cf2e604bfa98e62,50.76
7b8f402162b5d8012c075cade7c331dc7ceccafc93de5a03bc1c272ef55477e6,34.84
a043a79b8262033eade50cd80b31b9c4883a3a77294634d2b91267e90c886c2a,59.01
c104b2e862e69bbd850a7ddfb49e6d6455be36f0bc74774f4057def99ef25715,187.66
e1c3694b2b58532d7fd48283fdc8d6b6fd791397452fc45f9268af48015babd8,27.16
0655466fd378fe385057e604caa841586385e597ffc4476c55f8a5ab1420ee23,34.55
0f771d9f23cfb11c3d4271b99a52338274bd854a6d35a45b407d3ec1454ee066,12.4
2ce6372d8e47cd1c465371a104a6d9f293962269fa5cfa39dd2b314129d5868c,34.42
43015974eaa3408f53ef825bb02b22c5d92bde234967d6b0385f9075e0a125f8,62.27
6018c36204963372a7189faf8150ce8d289209f26f8c8393d7cf71b2a58eea7e,37.98
76446247b0285670c669d9b145ac54bee3c85a0f7fc65307c80cc87810b0f37f,10.72
aed8e43934a437172f79d00c61f032336dadad271e454041561977a57b2c3dc8,28.89
38c251af3a688f6be3b3c63a5d09a416e55e8a2dc01e16f01488b29a1d7bc542,103.99
7805405e7a1fb5dc2b231e3c4b204a46615e0ce7b603de5883dd685a0aae5062,15.1
83446c4f1550da01765de0c8c0b8dbfd006f13350316dc7eb5af5f6715c3cda4,0.0
8a335d678e142688d041a785bbd9e294935f185184acf0dc7687e4039b1b3cb6,168.02
a616645881fd566ab4d48e7492acf08c80cf1b50a2c8cf187184c11db6e78a5f,3.67
b2086824aff95faac63c04342026b082de32b91179ee48c4b71bd2ebb425ee58,29.63
bdffe32d31b768192e4f0569ac5ec776eeeff298b01bf064795aad92a697963e,9.5
fa4abe751163f363847d3d59e34d65b58ccb00808b3b37e22fa3e9b430162355,57.34
3b371be16de038bd4b1865342b9506e692031bc0239c271590fa7a2d5d386d94,2.8
75be96a629627a118c3f9a534303ec96b708ab01d9e5db533663f18f9289cab3,0.0
d377749451561792ecaaaa85b9e9b9f3243f8ddfe5d7bd539765af367432328c,27.38
df7ed131a04989cd1afa118193f7bbcb23bb89c233b57f388f99bebcd948de02,35.54
00a52eb26d5b84881fea69429e91d2e7e7cb1004db83f867a1a38214da5def41,6.16
206155dc5095cafca1c0319645852aaddb5881fa028a703eb673e8c160cd5985,39.16
26eabd0e6b488f1757dfb9a680fea5e52eb0012219c6f2cb1913682fa4d20f13,41.01
4cea73023dbdfe8a85af2e3a894c71b90452853fb38f1ff6b6c2d3cad969f4b1,46.01
5d04d72d75cfd41acd0cf1b18c57cd5d4cb44217d869c02b5a74ed137b4de34c,40.08
6e78f146eec5ad9505851e9c5af85ccfb37addbb9b60d4b1eebfbc7f49323877,0.0
94778e957bebf52ab46456277ace78fd1d8e3ae4083cb4d4d7e20115cc2143ad,92.47
a40b92e7db2d1ff69673b072c44530709828213be641c7845e937e45e4463c57,0.0
c4e12b8367e83ebbab24c93a91625a8ed0f314d2401bcea06878e859164f4c7e,0.93
d8ca238718f7190970d8a93cd739866454151b0f36cf8860ab73ec22929f73ba,88.06
0ca07b88c2920a4edec25a68f32d923864edc92c31fdb396b1bd241476f0afe4,63.84
10327f2511d7bf79aa912f73be23071a1403da7614cd7991a004f1428d79e21a,5.77
33adf172a4a936dadcc8ee4a0ac417e0d2cc96e6d7e51e0f36e4dbd81535c458,10.29
8c62856007899ad45891204db506d064d5f1b67dd4e69c693456d2e35d0bf362,51.45
a82552c6d0c4a4fa750ab85cf15a17837a84c969bc0e248407637e82295819db,25.83
c9a8c63a889ec224af59a5200ac0da07a86be37e96038eb76d8955b9cc8e29d7,8.17
1cc71ec7f16d0d11664fd54c0671dd10bc9a8768420281929544b0e88a66efcf,91.79
4f92b318a43543445f21ffd5621723d5e3dc3fe7c05da05f9e082cf1b274789a,66.62
5b55f070dc22b36cdd13c810247dc2cf74d8b26a0861cdb6ad9809f8833bf9a1,6.02
8bd6bf3333ca32681ed25153be5af0a85459d3c7eab8c7b8d6807e8941f52da5,30.45
95eb8ebfcfb4677364156a87cdfe1221bf17f8c25c872b0ea8ba4dca9f2be9a5,217.88
978d41edfd295d25004b5a975ac2949a43552b07df620da00a974433e2fd0f68,30.0
9ab077346bb5e946ac264e7d117286990e42fed72e422ea7db834ec6addd3e5b,18.34
a18a48d85589e2b612c067a2583354e8ead6fdcc5ab1d923d916a65059c4b3bd,30.5
108bd7828673c4077079853638a9cdaf271ef90fe7f6c8f1c35ec869f7be231e,21.86
1f27b84aedc7aad9b0985452122260114966e354ab59a819afc610bf6985c518,68.7
48fcf56787eb04b4b7cf7588792100e28b645b5c4b54ca975fa197db6edbc32d,15.09
5946e73da79d86a68ff787a342a2ddef2ec8749cedf3952e0661e71d1b031ea2,9.56
5fc37b8e0c4a9413e3c48a8ddc20b82ee08aeb09968874dafb28aee491dc5889,80.65
62871efd683bfc8fe40fecadb53496501ef4ba048b9fe25224a2df63d4f55458,68.22
898d4d2f9fda029bf37b85850824f21d6204d3d3b8ab5b04dcc0d002f64c5725,8.24
8e28f33c2540f9c73d93463beb49c4bcf72ef52bc9dbae54768d648daa7d697d,314.74
94667d7a1019030dbc0f242951c81d2365718ce1acf1ce2825e7378cf370dba3,45.13
a21e97d6bde7100fb8fdddc78975a1c29601c8670f282652ae8404c7403d1773,24.08
b05cadce147c43e47786c46d4c45329cc52978a6d5c09acdd21bcbb10b3b1cca,3.48
d2a9fa08582b127a91c899a79fa794636956127f5d98fc01fa5b462c9fb52545,94.88
3da6734b10bb2375329b0bfed6432c4a641673eea653f7ae36d1b8d5165dd68a,0.0
3dd12dbee732573ab09e5d9343b5ed618953ba76ef3fe0e4f4c1cc2cecac05f5,51.76
75b50dba9e47ed8ebe56ae0e208e0cf9580e8dd88ce9579cc7f1c6c2518c2d9b,28.49
c3008e1e692df1e98705dc8a1e1f4ea7e1f0038d980f5828cf7b89a27a776959,73.55
cab628dd1cbd86226ecd7c0bcf4fd7f9a191d66383d663fcfe534c677eb48d53,15.46
fc999add89d32398c24781a18a67cc1c40b5fb4b710138218619efae86ebecea,102.77
ff67491a33ef563599366567f3176a3c12de59edb47b8081aa6761df9c336bc2,27.88
226331aa348a5e03f53727fec991b1d99d805a85b918c4e17d6bf3e9b529ed26,112.84
25e7c8642b2714fa068f20dc3164bdabf00cc00a59e66bea1f0c1b9b882162c2,132.1
4081cba608664cd8c18ca05160cede9727e5d51836adac74a69acd26521ef58c,3.59
5566dad226632edff66ab884e76026db8dc9e8ba1aa1eaa836e5102556f2ff2f,206.03
87ba86ffc463ec59a43b6e23f95cb2fabf3dbb55f1bd06ca1fb4f482fb1ee7a9,9.63
ad0aba2d65b4bd17b409928713f4185a3715f1c3dd73b0aba5f247cbf4090c68,48.72
b38f97880ccb69e8f89201eedbccc149a9ea914ca86111340a9b1d9de1788a01,0.67
b611aa2c35a15d81bd3c3a1c345332f83caf2a6674762b0393196c78c0fe845c,5.15
34550193a58e42fc9d1a974bc834552fd7614ddb74b5fe91250eff6c103097ad,45.29
7aa9557da312b0a7e049c511f87046e56e3cc946ec5bec13c3b3251fc1f1ba55,0.63
8e8f4d305f42f0795dacc87526872f77ab802d7277ae36fdf2d55d21748c7d35,5.48
8ee06d91bd22e43cc74abd405fa8db05bab97f1dea822660ec80597ad5421b2e,119.48
aaf3a61798802d0759962c937958c782467b44f78b26f697bbb8f2f1116fed4e,69.95
d8913135bdbe6f66014344634eeab92111adf864fb526e64205701431d03a5a8,48.74
72c5f9512da79b76ebf152cb213ecf8f0df046b08d3c15c4c3e0ab755e1c5bc9,215.86
cf1ba6405e1a6242cfcdad7fc8e39e3afe8a22a77497d505cf89431ec230aeda,91.93
fd6088a86e1785acf1dd299ad7bc54315880bc846896e7ae6f77be911900aaa0,42.44
fd80d9ae1e4daffae34a7ff443033719fa677b7744cb32665458c57d4742aeee,5.64
045c5f49bc94f34cffdbe5d6c34f0d47749f736e064b7bc7bf3c806917dc893d,3.19
15542c82e78f8d401e0c16c6ca290b75c14b74e910ad659be2fd3bcebdc4365a,0.0
300d9f888c681fea48d9db94797d5849b05a19c09f05392f2020cff0494352e1,5.47
92e0edd3590a2b45c6f6fc6a79b78d2a6250eea6a7edb61364842fe9195e185c,49.26
17883e4cfa29fd50178b8757fbf4a127859c26946a15c7bcb16933716a7e71d0,95.12
255986d21bb3cb2150828c1dc534bdc553dca141d6864e3441bd1c72847247a6,7.81
3990c4e6df0312f4e12874d6b667c82502889d9a76fb451d92febfdc9aa31e97,23.6
ee4c29fa7d2850ef0c08a158bc2bea3b54549e4b9c41ed7ffa128b45b33fcab2,4.77
26f10bb26320cb3e9338a9d1a9eb74339300e5e149233c9667a043789de8c66c,39.1
72c8346bd901400cecc6dd5bb558743baed5f93bd646cfb70b792b8dfb1c22c4,36.15
731398f1f78e7f1bb0dd5fffb15048a77e3478fc501ea0963de01868bcfb6be2,95.02
a129cd6f83a48139a94c30284eb769a8342992883466a0b8575eba96f208aa9f,16.2
b7559388935d5d8d5642e3eb7d1bc060c8e42947809531f5aa23e27cc0e1f898,29.46
cbfc516f83a6a127eceb0f68056cddb4b06906dd0e5600af90ddb890ba95d963,18.91
df141537b90103210023135326d9b7ba601647ffb9ee97f6e0eb8775ec604392,331.64
ea694aa8f43f622732607ddd5185ccdff24728c738605cd0d12ff7c0f6ca764f,48.25
17e95be48206c6da11a685149ba24cd2192648acd1aff63203188b00dea51dc9,150.98
41857a18e4fd9edbd0960be15790d9e017e6b0b73a73e2c6921d071e7b35a6c5,112.87
a2ef812c9bebc7385ddbba162c997d0f483eb4400795a1c05a7854f1c0126af3,7.66
dbdcb1cb29573bbb4fb38f36798148d9b4fceb58cb78f5eb5c714f11e573df74,29.13
3a08f45ddf5ce43fa23f396662f615cfbfd0d7fe201eac71cd17efde199df14c,0.0
455e8762a53cbf735462a3bd4f27d76e8529d44975cecbd1554bcc13c99a97cf,123.07
430073f22654f6ec57bdb69e555355414105d0c11f31650a80dad9a518ecd5d5,93.04
c62ca0b937b891fb6be83597872828e66ae030d6c7b7b7dbb00c7d8ec6ba6bb1,52.27
68df99af95d342e6281326aecd2baa4749cab2fac8d9fd72a01b1f51296eba02,53.15
73baacffbcd9cb136d2d57a912aeed83592ff73a4e97203b4319d0768f40335a,98.82
779c4e658d4807e3e6be58fde902c82f1ef52dc0a1f748a890539c6935d62132,127.65
c03aaa8cebbda3e2aec98dd4a27df6c3efcb2ea3a52d9bf0299e4470e3682721,37.45
ca09db31cf6c2e639609b97e5b3db64af5498cc903db1f3c6d2d1ccaefc53ecb,270.34
d4d36cda11d1115566b2bb55a871370052161a12f70efe552b5e05757bb2e660,35.93
e5a4d4d1a06b0c98bff7f13631cfbf61f8cb7ce4c8028647a41a29c5817ccde1,57.16
487175a3d699d6f7daf6fd12f3d3ab551fbfcdbed11aed1e4233b5e382100105,85.4
88e5cede38cd0d93b6d8b79a21249d6afc0dff0306d18a3c88072c10d15479a6,90.75
8aee0107ed7ab0f85fae1cc4bd1b4b522dc0c04701305e43deeffaf378247428,36.12
932198ce05357d10a6f9eefadc6d554e044fec8ed8eb1c50312ca8a83b5e58e2,38.23
a58898aa6e30801b052a685d303e109d78f93c8988ff8463fd273e986739371a,66.31
cfb0c0bf683226f45c151b55de6e5abd86618b7b0a96eb631b8875e2bb674cd1,119.8
d49491ff4fe79cee9660484ae716295c7744110721057579ed306878d1f8c9e8,70.97
da76f01c66a2a9565463ce9679c47b618761703d693e3128e6f02d4ecc22afaa,71.79
51b3aca7c3d2c786549fc81323708c31a74e60bc0d526fd8188570425d3ca22e,46.25
641f6fc7013cae0a8c2cf92dfa8ce3859128b091caae59ca6f063736d2ff5460,0.53
8afb584281e8ec1223cd94cb8fe47a662102c595b44b360c630e1acf80ba86fd,3.12
025430e331b440f8f819cb39e1987f01d4af4ac21b9c66518a7a8abef4c60174,0.0
72aa252746dc7a03fec530992789ad3b0d38c74d111105735579472921681bca,10.03
a4d54f6b2f650e118638dc89e6674b71dbe59c1fef375380e1dff45cdb05379b,35.76
c8c436d08fadc07e36ec2890254eef3340704c7ce6de2dbd1212a7b0006d0f17,84.28
c8d66c2e61431b769556b2e92f245533cf459ef06495efdc4a2a9f2055e37d7c,0.0
0a466b7cbb84a6887671e649ebf99679567b80332e44882a0779b4e80454a52f,119.9
0f8d78a7e49a9984b414f0174b9ac1603790dc32eb6969ed81938b76aebdccb8,65.19
530e6e23e29d676750428cd4e0942d862b8e1d179338c4b638e10d3d4ed68909,4.98
588f9b105791c7b92772f000ce71df3e80a26878df8148dde1e79711ec7c9f4d,61.18
e9392d9ae83f42b2fe4c5bff71b74ccae39c0597b6b59fb4cceef54621c7051c,21.49
084fae981704981b027649318a44de256d585594d28178cc9233c632fd6306ff,116.46
1616acee3221dc34a72c45b49236814803dcf3cb22f6c40a69b61ec74904cec6,32.51
30d198be7ca59ba02d109af0dd41f81414b4c941d0afee7a3c10c605ac30fbbb,23.41
5756ec5a6eb9fccf567112b09a139c5a827333632646ede1d6a67e7c81015f8c,13.41
7a8e0c9da198174eb463306b2104cfd465c7bbfed1534949a319708872e14702,24.76
7f599e302016a6b683d1bdcca92587f4dbcc12d4d84e1bd9b3ad79985d06f930,264.78
af6a0ae46ebc0bae45fdf6aefa881102977504aa106f97325b1ec619d28e7e6b,18.42
bce70cc48282c948cb9451e0f21947eadd865bfe9a33712f30c9755bcb969682,0.0
cbbd91a75ea39a1220d6404d03f78d0c0a89ad12884dd4c5dad55065a23120a0,93.77
e6e91b5352ef09448480257d51be5d51054c93d0f34a25e5d7370083e338d83f,35.42
fd2341ec3c2439f9417996a4853e998a75f028c37e8c8f24d8c2d0b7a41c25fa,46.71
097695f258a4dc0678110c98f6becff9a3724c09d89de2d18135b69cd86a507e,70.98
3d702d209609ae48c4fbb21dc906ee36720a386a24b7a9719797ac0c6e4ff371,35.58
14a8414bee7800eca9f25e4b7b344a69d7633a3680430482fca9c39404c891c0,24.43
21cb66ac1f28bab79ca1b2660083bccc81159c4d150582220ce1741989e5e5c6,7.31
295d5d570fc48c9cc6c4aeb1cfe7c3a38ac802012b814340885b4b9034c73d19,29.86
510c1d56ae8ee3d0c0f3a51c8e398eb7ad21811de24d8d329290536e7a7efb04,257.05
5b97bda35b60bf8414aa73260bf027a5a84dfe064eb12611a945b5843f7d6dee,1.35
89bc35df2ba44dcd4743470745bfa27933e325cfe403b79b57b8018b56856c02,69.25
98c3e5b299829a8b7633857f9a9616d331d141f9b80d8c7e985798d295422251,7.97
c377ec052b593af48294de4878991408bbf97e16b86cbcc6d71d9596836c0939,5.39
0bfffd3c9267dc2d585fb49a490e1ca00055845791275cae590f8c23c39ed9d7,30.58
471259335a2af6435742a8b8b52971f6babe3d8677643c0ee7bf9c87ddab4212,92.75
9d3b18524b2a05b55e789e9b078e207ec743c07920ce066bfd49e467e614e69e,56.67
0371299d7bc6f92bbbf2f520f04a091d044d958172375f590ad2010651b56967,0.38
0ab8d9a58a173c7397eb8904edaec17530f4da34a9c361cbcc1e7ba67e081693,45.23
2260347bf0a93db8576fe3745c991e14312138d5a7b2736680d0d7d9baf6e9c2,151.66
39d6928cdeae7c4536ec3992a9ad248bad5657294718f3390e4d2a1174d2de64,0.0
4f73053bd1b6fc4b4881ae27d5bb47fd7a7b27151bd0c0e4cba35a88d21c7ddf,24.78
8a9f1990d597255efe19f9d1018ea40dce18efb97b09e593215b2640a618e8f7,76.3
04916c47608d3393a517f93430176ec179dcbc67e3541395a9dae0c6da1c7f10,5.25
1da3f65904f81009d763418856fe7b382ca7dd5380d0c73396d0dc65848390ef,123.32
2dc9e0cfcc61a5711fee504b232e7defb6535668014ff5a37002e9a1dc1942e5,6.71
406201077ae28b821de968b886f57ca78a2090d7b27272b3eb1c5fa322ca1785,54.73
6b748a5c9d6600b18e875029d8e84ab9b79f574aa0d2e9b2b7c73d31dd3b24fe,2.55
88b69b0c65106aa342a5acfc726475726c2591ccb8867bc4a87071e1fc310d51,34.57
a557fa0c97f23cf7c8cec668828cc43bab2ef33604fc59c1d80db09dd2509e40,2.98
ffdf08cd49a42e94228752c5aceb91d1a12e47bc02a7a1cc9c659365a9bafd13,27.88
028686cbb0d7b0f4c847a9de8ede47b4db065dff2511a71967fdfef0e77c32e1,57.95
1a80ae138e9f486c8a1b411b62677ccef3e2073f6d397ab3f1787d9af92874b6,0.0
54c3c4664b6d5254e2add479079e129a93fa9f48fc5154d2678fa30d5b8ce6b9,32.66
6bffbbfc7bfcae5e2c2b69a9455fd4196311c947c20e64a5815d00b66ff2a95d,60.84
7df99b14c0b8ad9205333d9585a6805d8d6ac7edd68dc576a28f99089f84e34f,6.77
82df48ae1e2bdb16726b0f112ffafc58650a30f2ebb032363fedfaf3f66552cf,67.02
84e278603e26976a99a434752f161f6111f7aeb9e505de991f779403ebe57d7e,12.75
ce0ea95b1c9a0c4f7eb3039d6149e204cf33f610d667a26f692c050199094294,0.0
6a5b9fb789bc4ef0ce384c36a91873b6c3cf8006cbb44e9e54adfc0566e30603,34.02
80fccaec1da3d72e16d0bbbe4d1b13c1d5e171083ea8e56ff6ae5bf30283c4b5,6.56
8742e321109c9f407f3ed643b4ce1c80ad411e8f55ac0ae75ce085fdc6e9875b,6.09
1c11910f8fced2718a123d65253ebb15ef718737891a7c3a301317382e63984b,96.31
67b384d3a3f8678e191e034d45f57a0af280d11365fcefaa5721584825f20965,2.03
76c18e3d9393c069e4c428b2195b25e907dbd466adb5f84bf83b30ad0d0dfbca,0.0
9bb6388d6d9a503172cb0f5619ebfb41ab8ba6289562a3cd3703fc19d0d8adfe,5.62
db309487603bf1d969eeb16031dd81adf0df28f93903ad297921795760e0e3fa,34.4
ec1800442ba71dcb5f0603931f332398c2f97bb47f1c065bac75d6e634e1c530,5.28
1095118ff5c75c366694d9da91731ebb50edfc45ba0e99bdaa938b4ad686122e,119.58
1184e90719a6a3384aa1a4cc64ae4667ba6878e0a42da6233f85e2d8b5692267,71.21
17948ff431e18a073043d475577fc9a17dab0de63ad4e764bb7aecd22551b75f,0.0
29afa4203fee96c841c6b23bc337feaa4d149c12c1fa779bc6b66cc7b0daafce,34.83
38d82cac49755fff51799cab26cf91ed7991fe276fc7750ff72f0bef848e4f13,26.19
427dc6b28d727fd9137c55ad0d9ee617642fb8b17c5bdaa61e57af6b7c1d2983,83.89
8fbee72312ecb5a5e5e6d95aa2c69e4c16929b4d0e98ec6646f058d9f20e241e,70.14
93ec9e0880ad0c7d92935e0f03d1ad7ff2da58beab0f6c486daeed836e2acb50,26.72
c579e185f33c62fc6c53de2c53421bb82970d0c0da08409f5e075974e7a6266f,0.0
19493bab6832d27272c9acab9777bbdcee3a5c5e2231224d3f4bb19ec5b94fae,20.12
365a011424432621de0e828ad2cccb998dad54d9ba1f73dae3e8f5d773cb514a,13.32
381b4683115d9722150ed75141b2fb887042744fc017368e51fcb3d90c0d589c,24.96
5593eb90bdc7a0783c08b96b2e401b2b88b0bf3cdf0790c91302ab29642d1b27,3.91
6272172dfd4f0fcc2e1ad14777755dbaab1e5ea51987490ea0f8a336d076592a,22.92
78813ffdd595eb058241fb95b576a1622e906d257b2f614be2e7b5ce678b357a,7.35
af6c6dd88a6438b81d97f0ba14be88422ba338502e4c1f430ce098568c63661e,76.24
fb326d1683aba34c6601e33818881c75a68fd3f53b7b08ac78925d9055724a8e,68.54
1679d463324e9c02b86da5ceda723c3ea1aae4adb1faa8dba91a3a1607295191,66.18
1d08770086774176a4814e44170713432e3aacf067466b4c4ece8ce8850a29df,0.35
91ee17279fc46fd413c283cb2ac2a279cb08f7c50cd95d2e81e9c65833b8233b,0.0
e915b31b864e45d04b721d6eccee717c7aca1d761eed6496323f9e20058e8967,19.7
198cd510b3631c239ccf11a86c0997f4dc18984276e021786d025fccfeffab45,100.57
4997a2ca5d6f3a8e2181847a9734a864ea097fe3684dcbaea0634a82347453e1,71.89
4df5b39c41313d1a6a24e0f8131da2b66789c414482581d51676feb16a1878a1,4.43
609b797aa6e547599046b5e36004f46ae85688127c08016edc853d501eaeb47c,6.19
60d2f5b2ac66a83105d58ca0584615164a26e6b5b939d7d150547e4b0795d9a9,132.84
9012d7aedd0378751c076cb35d8f390a94fe1cf405e481abde182fa3f410426b,4.52
fdb40482b6001a3bfb1e6b6e71e338d6b9d533cb4d947e4a2818328bdc4930f0,8.69
0e32142e4a60cb30068b8069afe6559eead5cde35e6b59dac2f89f19b4df3f93,127.88
1ef58abe3536abec5e4a11ecabf53f6d0b18732dcbc3a7263b139bca66668942,6.96
3f9c86e372e5c419666d2203d80bf811314f7b00bc4e1044838c076e87e1f660,0.0
9e8a0de8d84967fa409c821ec75993715586ead4889cae0b33b4e2aaf649cae9,0.15
b31e66e9560c7a87221e3863aa456077f2ad8b62ae1ad0a9a8f7cd033908844c,0.0
e7981d6e65b5c57b132aa561ac5bda198f11c50100165fd040b53f84ce7435ad,31.42
a266432afb4ebc93a56504be203f57467c018648620d09ac41c337a56a38833a,29.78
a4c955cbb61d6e3b05f75b95907490437c693b08f5bc84affe23db1e598d838c,16.82
a73ddbfcd32add1796f26bfcb3de0dc2472805c797f1fba7377b4011a97a8494,19.13
